"  crm_activities  ·  1,200 lignes  ·  8 colonnes",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
ACT1081,Site Visit,2024-06-09,CON0455,OPP0264,120,Stakeholder alignment meeting held.,EMP0003
ACT1082,Demo,2024-07-05,CON0660,OPP0204,15,Integration requirements clarified.,EMP0084
ACT1083,Meeting,2023-01-19,CON0564,OPP0470,120,POC results reviewed - client satisfied.,EMP0138
ACT1084,Call,2024-08-07,CON0299,OPP0298,90,Contract review scheduled for next month.,EMP0082
ACT1085,Email,2022-10-05,CON0332,OPP0175,90,Legal review of MSA initiated.,EMP0123
ACT1086,Proposal Review,2022-11-08,CON0445,OPP0166,90,Competitive evaluation underway.,EMP0127
ACT1087,Site Visit,2023-08-30,CON0026,OPP0282,30,Security questionnaire submitted and reviewed.,EMP0143
ACT1088,Webinar,2024-12-25,CON0026,OPP0163,15,Security questionnaire submitted and reviewed.,EMP0019
ACT1089,Follow-up,2022-09-13,CON0792,OPP0226,15,Security questionnaire submitted and reviewed.,EMP0100
ACT1090,Webinar,2024-09-15,CON0565,OPP0299,30,POC results reviewed - client satisfied.,EMP0018
ACT1091,Meeting,2023-12-23,CON0406,OPP0180,15,Stakeholder alignment meeting held.,EMP0137
ACT1092,Proposal Review,2022-06-14,CON0664,OPP0059,45,Stakeholder alignment meeting held.,EMP0110
ACT1093,Call,2022-04-25,CON0668,OPP0185,15,Discussed roadmap and budget approval.,EMP0048
ACT1094,Follow-up,2023-07-07,CON0609,OPP0361,120,Demo completed - positive reception from technical team.,EMP0134
ACT1095,Proposal Review,2024-10-03,CON0358,OPP0328,60,Discussed roadmap and budget approval.,EMP0060
ACT1096,Call,2022-10-17,CON0604,OPP0101,15,Follow-up on proposal sent last week.,EMP0027
ACT1097,Meeting,2023-11-28,CON0649,OPP0007,15,Renewal discussion started for next fiscal year.,EMP0130
ACT1098,Site Visit,2022-03-15,CON0506,OPP0141,30,POC results reviewed - client satisfied.,EMP0006
ACT1099,Site Visit,2023-12-07,CON0153,OPP0093,30,Contract review scheduled for next month.,EMP0049
ACT1100,Site Visit,2023-03-08,CON0122,OPP0325,90,Discussed roadmap and budget approval.,EMP0099
ACT1101,Meeting,2022-03-27,CON0014,OPP0401,60,Renewal discussion started for next fiscal year.,EMP0051
ACT1102,Call,2022-10-06,CON0268,OPP0403,30,Security questionnaire submitted and reviewed.,EMP0099
ACT1103,Site Visit,2022-10-12,CON0266,OPP0360,90,Legal review of MSA initiated.,EMP0094
ACT1104,Demo,2024-08-19,CON0753,OPP0326,45,Discussed roadmap and budget approval.,EMP0084
ACT1105,Proposal Review,2022-07-08,CON0658,OPP0391,45,Decision maker out of office; rescheduled.,EMP0101
ACT1106,Webinar,2024-04-15,CON0695,OPP0398,60,Decision maker out of office; rescheduled.,EMP0013
ACT1107,Site Visit,2024-10-06,CON0214,OPP0186,120,Decision maker out of office; rescheduled.,EMP0065
ACT1108,Webinar,2023-03-25,CON0261,OPP0170,120,Follow-up on proposal sent last week.,EMP0072
ACT1109,Site Visit,2024-05-28,CON0563,OPP0500,90,Renewal discussion started for next fiscal year.,EMP0108
ACT1110,Webinar,2024-11-18,CON0204,OPP0342,120,Competitive evaluation underway.,EMP0069
ACT1111,Demo,2023-08-31,CON0576,OPP0380,30,Renewal discussion started for next fiscal year.,EMP0091
ACT1112,Site Visit,2022-11-24,CON0427,OPP0427,60,Contract review scheduled for next month.,EMP0112
ACT1113,Site Visit,2023-09-06,CON0531,OPP0161,30,Demo completed - positive reception from technical team.,EMP0008
ACT1114,Proposal Review,2024-08-26,CON0374,OPP0269,60,Discussed roadmap and budget approval.,EMP0131
ACT1115,Follow-up,2023-05-15,CON0163,OPP0396,120,Integration requirements clarified.,EMP0144
ACT1116,Demo,2023-05-31,CON0308,OPP0125,120,Integration requirements clarified.,EMP0087
ACT1117,Call,2023-12-31,CON0025,OPP0391,120,Executive sponsor confirmed budget.,EMP0079
ACT1118,Webinar,2022-05-03,CON0370,OPP0370,15,POC results reviewed - client satisfied.,EMP0045
ACT1119,Follow-up,2024-04-01,CON0475,OPP0085,120,Competitive evaluation underway.,EMP0003
ACT1120,Call,2024-07-26,CON0202,OPP0144,30,Security questionnaire submitted and reviewed.,EMP0051
ACT1121,Call,2024-08-15,CON0458,OPP0117,120,Legal review of MSA initiated.,EMP0037
ACT1122,Webinar,2023-07-07,CON0651,OPP0404,45,Renewal discussion started for next fiscal year.,EMP0002
ACT1123,Demo,2022-02-28,CON0065,OPP0216,30,Pricing negotiation in progress.,EMP0144
ACT1124,Webinar,2022-08-14,CON0363,OPP0020,120,Demo completed - positive reception from technical team.,EMP0002
ACT1125,Follow-up,2023-12-05,CON0024,OPP0337,30,Stakeholder alignment meeting held.,EMP0025
ACT1126,Follow-up,2023-03-06,CON0352,OPP0117,15,Demo completed - positive reception from technical team.,EMP0119
ACT1127,Follow-up,2023-04-22,CON0230,OPP0385,60,POC results reviewed - client satisfied.,EMP0085
ACT1128,Demo,2022-06-11,CON0739,OPP0372,15,Follow-up on proposal sent last week.,EMP0037
ACT1129,Demo,2023-12-24,CON0590,OPP0015,45,Competitive evaluation underway.,EMP0043
ACT1130,Site Visit,2024-01-04,CON0190,OPP0454,60,Competitive evaluation underway.,EMP0068
ACT1131,Meeting,2024-06-08,CON0692,OPP0195,30,Executive sponsor confirmed budget.,EMP0089
ACT1132,Email,2022-04-15,CON0537,OPP0187,60,Contract review scheduled for next month.,EMP0136
ACT1133,Demo,2023-12-18,CON0357,OPP0150,45,Follow-up on proposal sent last week.,EMP0067
ACT1134,Site Visit,2022-03-25,CON0619,OPP0422,120,Follow-up on proposal sent last week.,EMP0150
ACT1135,Demo,2023-10-26,CON0097,OPP0041,60,Renewal discussion started for next fiscal year.,EMP0078
ACT1136,Webinar,2024-01-03,CON0321,OPP0387,120,Contract review scheduled for next month.,EMP0117
ACT1137,Call,2024-05-05,CON0139,OPP0243,30,Stakeholder alignment meeting held.,EMP0028
ACT1138,Site Visit,2024-07-22,CON0205,OPP0127,60,Decision maker out of office; rescheduled.,EMP0099
ACT1139,Email,2022-10-15,CON0089,OPP0342,45,Competitive evaluation underway.,EMP0122
ACT1140,Webinar,2024-05-16,CON0737,OPP0370,120,Demo completed - positive reception from technical team.,EMP0109
ACT1141,Follow-up,2022-07-27,CON0178,OPP0386,60,Discussed roadmap and budget approval.,EMP0132
ACT1142,Follow-up,2024-12-12,CON0122,OPP0262,120,Legal review of MSA initiated.,EMP0101
ACT1143,Meeting,2022-01-29,CON0604,OPP0319,15,Integration requirements clarified.,EMP0147
ACT1144,Demo,2022-06-21,CON0618,OPP0427,60,Contract review scheduled for next month.,EMP0006
ACT1145,Demo,2023-11-20,CON0076,OPP0224,120,Legal review of MSA initiated.,EMP0016
ACT1146,Follow-up,2023-11-19,CON0034,OPP0365,45,New requirements gathered for phase 2.,EMP0139
ACT1147,Meeting,2022-09-14,CON0694,OPP0361,120,Integration requirements clarified.,EMP0113
ACT1148,Demo,2022-07-24,CON0178,OPP0488,30,Decision maker out of office; rescheduled.,EMP0059
ACT1149,Call,2023-09-24,CON0515,OPP0177,15,Renewal discussion started for next fiscal year.,EMP0075
ACT1150,Meeting,2022-04-28,CON0149,OPP0190,90,Competitive evaluation underway.,EMP0063
ACT1151,Site Visit,2023-09-02,CON0376,OPP0024,120,Demo completed - positive reception from technical team.,EMP0142
ACT1152,Meeting,2023-05-02,CON0110,OPP0127,45,Demo completed - positive reception from technical team.,EMP0121
ACT1153,Webinar,2024-01-30,CON0453,OPP0194,60,Demo completed - positive reception from technical team.,EMP0017
ACT1154,Email,2023-11-10,CON0300,OPP0303,15,New requirements gathered for phase 2.,EMP0074
ACT1155,Follow-up,2023-02-02,CON0088,OPP0267,120,Contract review scheduled for next month.,EMP0077
ACT1156,Demo,2024-06-11,CON0630,OPP0191,30,Security questionnaire submitted and reviewed.,EMP0022
ACT1157,Call,2022-11-18,CON0681,OPP0300,60,Legal review of MSA initiated.,EMP0031
ACT1158,Email,2023-10-19,CON0017,OPP0209,30,Renewal discussion started for next fiscal year.,EMP0150
ACT1159,Email,2024-08-15,CON0620,OPP0065,60,Security questionnaire submitted and reviewed.,EMP0087
ACT1160,Email,2024-07-14,CON0219,OPP0439,30,Stakeholder alignment meeting held.,EMP0029
ACT1161,Site Visit,2022-10-17,CON0702,OPP0315,15,New requirements gathered for phase 2.,EMP0014
ACT1162,Proposal Review,2023-04-14,CON0634,OPP0080,30,Follow-up on proposal sent last week.,EMP0141
ACT1163,Demo,2024-03-24,CON0581,OPP0461,15,Executive sponsor confirmed budget.,EMP0083
ACT1164,Proposal Review,2023-03-23,CON0696,OPP0236,60,Executive sponsor confirmed budget.,EMP0124
ACT1165,Email,2022-02-25,CON0368,OPP0071,90,Stakeholder alignment meeting held.,EMP0116
ACT1166,Proposal Review,2022-01-03,CON0453,OPP0330,45,Pricing negotiation in progress.,EMP0021
ACT1167,Webinar,2023-02-07,CON0058,OPP0131,45,Pricing negotiation in progress.,EMP0014
ACT1168,Call,2022-12-30,CON0007,OPP0068,120,Integration requirements clarified.,EMP0134
ACT1169,Demo,2024-10-09,CON0569,OPP0314,15,Security questionnaire submitted and reviewed.,EMP0055
ACT1170,Follow-up,2023-12-11,CON0057,OPP0088,90,Pricing negotiation in progress.,EMP0129
ACT1171,Site Visit,2024-07-15,CON0780,OPP0204,15,Contract review scheduled for next month.,EMP0013
ACT1172,Follow-up,2022-01-18,CON0620,OPP0400,120,Executive sponsor confirmed budget.,EMP0053
ACT1173,Follow-up,2024-04-15,CON0702,OPP0354,60,Renewal discussion started for next fiscal year.,EMP0090
ACT1174,Follow-up,2022-05-21,CON0550,OPP0365,120,Demo completed - positive reception from technical team.,EMP0062
ACT1175,Site Visit,2024-10-31,CON0099,OPP0023,15,Security questionnaire submitted and reviewed.,EMP0063
ACT1176,Meeting,2024-07-03,CON0177,OPP0037,15,Competitive evaluation underway.,EMP0081
ACT1177,Email,2023-05-15,CON0251,OPP0144,60,Discussed roadmap and budget approval.,EMP0026
ACT1178,Follow-up,2022-11-24,CON0153,OPP0002,15,Contract review scheduled for next month.,EMP0138
ACT1179,Meeting,2024-01-11,CON0242,OPP0089,15,Executive sponsor confirmed budget.,EMP0141
ACT1180,Demo,2022-06-07,CON0771,OPP0345,60,Stakeholder alignment meeting held.,EMP0032
ACT1181,Site Visit,2023-04-01,CON0426,OPP0431,15,Contract review scheduled for next month.,EMP0138
ACT1182,Email,2024-09-07,CON0252,OPP0378,60,POC results reviewed - client satisfied.,EMP0004
ACT1183,Proposal Review,2024-11-11,CON0607,OPP0362,45,Renewal discussion started for next fiscal year.,EMP0125
ACT1184,Site Visit,2024-09-14,CON0189,OPP0024,15,Discussed roadmap and budget approval.,EMP0091
ACT1185,Meeting,2022-06-15,CON0264,OPP0358,120,Follow-up on proposal sent last week.,EMP0013
ACT1186,Proposal Review,2022-01-19,CON0468,OPP0059,60,Contract review scheduled for next month.,EMP0069
ACT1187,Webinar,2022-02-26,CON0670,OPP0344,90,Competitive evaluation underway.,EMP0083
ACT1188,Email,2023-01-05,CON0222,OPP0235,15,Stakeholder alignment meeting held.,EMP0096
ACT1189,Email,2022-08-14,CON0800,OPP0300,15,POC results reviewed - client satisfied.,EMP0068
ACT1190,Follow-up,2024-01-11,CON0266,OPP0479,45,Integration requirements clarified.,EMP0121
ACT1191,Meeting,2024-03-20,CON0353,OPP0174,60,Competitive evaluation underway.,EMP0030
ACT1192,Meeting,2024-07-17,CON0439,OPP0256,15,Contract review scheduled for next month.,EMP0113
ACT1193,Proposal Review,2022-08-27,CON0705,OPP0387,120,Stakeholder alignment meeting held.,EMP0129
ACT1194,Site Visit,2022-10-17,CON0436,OPP0124,90,Pricing negotiation in progress.,EMP0103
ACT1195,Email,2022-10-03,CON0760,OPP0206,60,Security questionnaire submitted and reviewed.,EMP0113
ACT1196,Demo,2022-02-21,CON0382,OPP0187,60,Contract review scheduled for next month.,EMP0118
ACT1197,Email,2023-02-05,CON0558,OPP0434,90,Legal review of MSA initiated.,EMP0074
ACT1198,Call,2022-12-06,CON0747,OPP0072,30,Renewal discussion started for next fiscal year.,EMP0074
ACT1199,Site Visit,2022-05-21,CON0310,OPP0153,60,Security questionnaire submitted and reviewed.,EMP0098
ACT1200,Meeting,2024-10-09,CON0435,OPP0105,120,Contract review scheduled for next month.,EMP0001
